Parents,Has_nurs,Form,Children,Housing,Finance,Social,Health,Class
usual,less_proper,complete,one,less_conv,convenient,slightly_prob,recommended,very_recom
usual,less_proper,complete,one,less_conv,convenient,slightly_prob,priority,priority
usual,less_proper,complete,one,less_conv,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,complete,one,less_conv,convenient,problematic,recommended,priority
usual,less_proper,complete,one,less_conv,convenient,problematic,priority,priority
usual,less_proper,complete,one,less_conv,convenient,problematic,not_recom,not_recom
usual,less_proper,complete,one,less_conv,inconv,nonprob,recommended,very_recom
usual,less_proper,complete,one,less_conv,inconv,nonprob,priority,priority
usual,less_proper,complete,one,less_conv,inconv,nonprob,not_recom,not_recom
usual,less_proper,complete,one,less_conv,inconv,slightly_prob,recommended,very_recom
usual,less_proper,complete,one,less_conv,inconv,slightly_prob,priority,priority
usual,less_proper,complete,one,less_conv,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,complete,one,less_conv,inconv,problematic,recommended,priority
usual,less_proper,complete,one,less_conv,inconv,problematic,priority,priority
usual,less_proper,complete,one,less_conv,inconv,problematic,not_recom,not_recom
usual,less_proper,complete,one,critical,convenient,nonprob,recommended,very_recom
usual,less_proper,complete,one,critical,convenient,nonprob,priority,priority
usual,less_proper,complete,one,critical,convenient,nonprob,not_recom,not_recom
usual,less_proper,complete,one,critical,convenient,slightly_prob,recommended,very_recom
usual,less_proper,complete,one,critical,convenient,slightly_prob,priority,priority
usual,less_proper,complete,one,critical,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,complete,one,critical,convenient,problematic,recommended,priority
usual,less_proper,complete,one,critical,convenient,problematic,priority,priority
usual,less_proper,complete,one,critical,convenient,problematic,not_recom,not_recom
usual,less_proper,complete,one,critical,inconv,nonprob,recommended,very_recom
usual,less_proper,complete,one,critical,inconv,nonprob,priority,priority
usual,less_proper,complete,one,critical,inconv,nonprob,not_recom,not_recom
usual,less_proper,complete,one,critical,inconv,slightly_prob,recommended,very_recom
usual,less_proper,complete,one,critical,inconv,slightly_prob,priority,priority
usual,less_proper,complete,one,critical,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,complete,one,critical,inconv,problematic,recommended,priority
usual,less_proper,complete,one,critical,inconv,problematic,priority,priority
usual,less_proper,complete,one,critical,inconv,problematic,not_recom,not_recom
usual,less_proper,complete,two,convenient,convenient,nonprob,recommended,very_recom
usual,less_proper,complete,two,convenient,convenient,nonprob,priority,priority
usual,less_proper,complete,two,convenient,convenient,nonprob,not_recom,not_recom
usual,less_proper,complete,two,convenient,convenient,slightly_prob,recommended,very_recom
usual,less_proper,complete,two,convenient,convenient,slightly_prob,priority,priority
usual,less_proper,complete,two,convenient,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,complete,two,convenient,convenient,problematic,recommended,priority
usual,less_proper,complete,two,convenient,convenient,problematic,priority,priority
usual,less_proper,complete,two,convenient,convenient,problematic,not_recom,not_recom
usual,less_proper,complete,two,convenient,inconv,nonprob,recommended,very_recom
usual,less_proper,complete,two,convenient,inconv,nonprob,priority,priority
usual,less_proper,complete,two,convenient,inconv,nonprob,not_recom,not_recom
usual,less_proper,complete,two,convenient,inconv,slightly_prob,recommended,very_recom
usual,less_proper,complete,two,convenient,inconv,slightly_prob,priority,priority
usual,less_proper,complete,two,convenient,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,complete,two,convenient,inconv,problematic,recommended,priority
usual,less_proper,complete,two,convenient,inconv,problematic,priority,priority
usual,less_proper,complete,two,convenient,inconv,problematic,not_recom,not_recom
usual,less_proper,complete,two,less_conv,convenient,nonprob,recommended,very_recom
usual,less_proper,complete,two,less_conv,convenient,nonprob,priority,priority
usual,less_proper,complete,two,less_conv,convenient,nonprob,not_recom,not_recom
usual,less_proper,complete,two,less_conv,convenient,slightly_prob,recommended,very_recom
usual,less_proper,complete,two,less_conv,convenient,slightly_prob,priority,priority
usual,less_proper,complete,two,less_conv,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,complete,two,less_conv,convenient,problematic,recommended,priority
usual,less_proper,complete,two,less_conv,convenient,problematic,priority,priority
usual,less_proper,complete,two,less_conv,convenient,problematic,not_recom,not_recom
usual,less_proper,complete,two,less_conv,inconv,nonprob,recommended,very_recom
usual,less_proper,complete,two,less_conv,inconv,nonprob,priority,priority
usual,less_proper,complete,two,less_conv,inconv,nonprob,not_recom,not_recom
usual,less_proper,complete,two,less_conv,inconv,slightly_prob,recommended,very_recom
usual,less_proper,complete,two,less_conv,inconv,slightly_prob,priority,priority
usual,less_proper,complete,two,less_conv,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,complete,two,less_conv,inconv,problematic,recommended,priority
usual,less_proper,complete,two,less_conv,inconv,problematic,priority,priority
usual,less_proper,complete,two,less_conv,inconv,problematic,not_recom,not_recom
usual,less_proper,complete,two,critical,convenient,nonprob,recommended,priority
usual,less_proper,complete,two,critical,convenient,nonprob,priority,priority
usual,less_proper,complete,two,critical,convenient,nonprob,not_recom,not_recom
usual,less_proper,complete,two,critical,convenient,slightly_prob,recommended,priority
usual,less_proper,complete,two,critical,convenient,slightly_prob,priority,priority
usual,less_proper,complete,two,critical,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,complete,two,critical,convenient,problematic,recommended,priority
usual,less_proper,complete,two,critical,convenient,problematic,priority,priority
usual,less_proper,complete,two,critical,convenient,problematic,not_recom,not_recom
usual,less_proper,complete,two,critical,inconv,nonprob,recommended,priority
usual,less_proper,complete,two,critical,inconv,nonprob,priority,priority
usual,less_proper,complete,two,critical,inconv,nonprob,not_recom,not_recom
usual,less_proper,complete,two,critical,inconv,slightly_prob,recommended,priority
usual,less_proper,complete,two,critical,inconv,slightly_prob,priority,priority
usual,less_proper,complete,two,critical,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,complete,two,critical,inconv,problematic,recommended,priority
usual,less_proper,complete,two,critical,inconv,problematic,priority,priority
usual,less_proper,complete,two,critical,inconv,problematic,not_recom,not_recom
usual,less_proper,complete,three,convenient,convenient,nonprob,recommended,very_recom
usual,less_proper,complete,three,convenient,convenient,nonprob,priority,priority
usual,less_proper,complete,three,convenient,convenient,nonprob,not_recom,not_recom
usual,less_proper,complete,three,convenient,convenient,slightly_prob,recommended,very_recom
usual,less_proper,complete,three,convenient,convenient,slightly_prob,priority,priority
usual,less_proper,complete,three,convenient,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,complete,three,convenient,convenient,problematic,recommended,priority
usual,less_proper,complete,three,convenient,convenient,problematic,priority,priority
usual,less_proper,complete,three,convenient,convenient,problematic,not_recom,not_recom
usual,less_proper,complete,three,convenient,inconv,nonprob,recommended,priority
usual,less_proper,complete,three,convenient,inconv,nonprob,priority,priority
usual,less_proper,complete,three,convenient,inconv,nonprob,not_recom,not_recom
usual,less_proper,complete,three,convenient,inconv,slightly_prob,recommended,priority
usual,less_proper,complete,three,convenient,inconv,slightly_prob,priority,priority
usual,less_proper,complete,three,convenient,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,complete,three,convenient,inconv,problematic,recommended,priority
usual,less_proper,complete,three,convenient,inconv,problematic,priority,priority
usual,less_proper,complete,three,convenient,inconv,problematic,not_recom,not_recom
usual,less_proper,complete,three,less_conv,convenient,nonprob,recommended,priority
usual,less_proper,complete,three,less_conv,convenient,nonprob,priority,priority
usual,less_proper,complete,three,less_conv,convenient,nonprob,not_recom,not_recom
usual,less_proper,complete,three,less_conv,convenient,slightly_prob,recommended,priority
usual,less_proper,complete,three,less_conv,convenient,slightly_prob,priority,priority
usual,less_proper,complete,three,less_conv,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,complete,three,less_conv,convenient,problematic,recommended,priority
usual,less_proper,complete,three,less_conv,convenient,problematic,priority,priority
usual,less_proper,complete,three,less_conv,convenient,problematic,not_recom,not_recom
usual,less_proper,complete,three,less_conv,inconv,nonprob,recommended,priority
usual,less_proper,complete,three,less_conv,inconv,nonprob,priority,priority
usual,less_proper,complete,three,less_conv,inconv,nonprob,not_recom,not_recom
usual,less_proper,complete,three,less_conv,inconv,slightly_prob,recommended,priority
usual,less_proper,complete,three,less_conv,inconv,slightly_prob,priority,priority
usual,less_proper,complete,three,less_conv,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,complete,three,less_conv,inconv,problematic,recommended,priority
usual,less_proper,complete,three,less_conv,inconv,problematic,priority,priority
usual,less_proper,complete,three,less_conv,inconv,problematic,not_recom,not_recom
usual,less_proper,complete,three,critical,convenient,nonprob,recommended,priority
usual,less_proper,complete,three,critical,convenient,nonprob,priority,priority
usual,less_proper,complete,three,critical,convenient,nonprob,not_recom,not_recom
usual,less_proper,complete,three,critical,convenient,slightly_prob,recommended,priority
usual,less_proper,complete,three,critical,convenient,slightly_prob,priority,priority
usual,less_proper,complete,three,critical,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,complete,three,critical,convenient,problematic,recommended,priority
usual,less_proper,complete,three,critical,convenient,problematic,priority,priority
usual,less_proper,complete,three,critical,convenient,problematic,not_recom,not_recom
usual,less_proper,complete,three,critical,inconv,nonprob,recommended,priority
usual,less_proper,complete,three,critical,inconv,nonprob,priority,priority
usual,less_proper,complete,three,critical,inconv,nonprob,not_recom,not_recom
usual,less_proper,complete,three,critical,inconv,slightly_prob,recommended,priority
usual,less_proper,complete,three,critical,inconv,slightly_prob,priority,priority
usual,less_proper,complete,three,critical,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,complete,three,critical,inconv,problematic,recommended,priority
usual,less_proper,complete,three,critical,inconv,problematic,priority,priority
usual,less_proper,complete,three,critical,inconv,problematic,not_recom,not_recom
usual,less_proper,complete,more,convenient,convenient,nonprob,recommended,very_recom
usual,less_proper,complete,more,convenient,convenient,nonprob,priority,priority
usual,less_proper,complete,more,convenient,convenient,nonprob,not_recom,not_recom
usual,less_proper,complete,more,convenient,convenient,slightly_prob,recommended,very_recom
usual,less_proper,complete,more,convenient,convenient,slightly_prob,priority,priority
usual,less_proper,complete,more,convenient,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,complete,more,convenient,convenient,problematic,recommended,priority
usual,less_proper,complete,more,convenient,convenient,problematic,priority,priority
usual,less_proper,complete,more,convenient,convenient,problematic,not_recom,not_recom
usual,less_proper,complete,more,convenient,inconv,nonprob,recommended,priority
usual,less_proper,complete,more,convenient,inconv,nonprob,priority,priority
usual,less_proper,complete,more,convenient,inconv,nonprob,not_recom,not_recom
usual,less_proper,complete,more,convenient,inconv,slightly_prob,recommended,priority
usual,less_proper,complete,more,convenient,inconv,slightly_prob,priority,priority
usual,less_proper,complete,more,convenient,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,complete,more,convenient,inconv,problematic,recommended,priority
usual,less_proper,complete,more,convenient,inconv,problematic,priority,priority
usual,less_proper,complete,more,convenient,inconv,problematic,not_recom,not_recom
usual,less_proper,complete,more,less_conv,convenient,nonprob,recommended,priority
usual,less_proper,complete,more,less_conv,convenient,nonprob,priority,priority
usual,less_proper,complete,more,less_conv,convenient,nonprob,not_recom,not_recom
usual,less_proper,complete,more,less_conv,convenient,slightly_prob,recommended,priority
usual,less_proper,complete,more,less_conv,convenient,slightly_prob,priority,priority
usual,less_proper,complete,more,less_conv,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,complete,more,less_conv,convenient,problematic,recommended,priority
usual,less_proper,complete,more,less_conv,convenient,problematic,priority,priority
usual,less_proper,complete,more,less_conv,convenient,problematic,not_recom,not_recom
usual,less_proper,complete,more,less_conv,inconv,nonprob,recommended,priority
usual,less_proper,complete,more,less_conv,inconv,nonprob,priority,priority
usual,less_proper,complete,more,less_conv,inconv,nonprob,not_recom,not_recom
usual,less_proper,complete,more,less_conv,inconv,slightly_prob,recommended,priority
usual,less_proper,complete,more,less_conv,inconv,slightly_prob,priority,priority
usual,less_proper,complete,more,less_conv,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,complete,more,less_conv,inconv,problematic,recommended,priority
usual,less_proper,complete,more,less_conv,inconv,problematic,priority,priority
usual,less_proper,complete,more,less_conv,inconv,problematic,not_recom,not_recom
usual,less_proper,complete,more,critical,convenient,nonprob,recommended,priority
usual,less_proper,complete,more,critical,convenient,nonprob,priority,priority
usual,less_proper,complete,more,critical,convenient,nonprob,not_recom,not_recom
usual,less_proper,complete,more,critical,convenient,slightly_prob,recommended,priority
usual,less_proper,complete,more,critical,convenient,slightly_prob,priority,priority
usual,less_proper,complete,more,critical,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,complete,more,critical,convenient,problematic,recommended,priority
usual,less_proper,complete,more,critical,convenient,problematic,priority,priority
usual,less_proper,complete,more,critical,convenient,problematic,not_recom,not_recom
usual,less_proper,complete,more,critical,inconv,nonprob,recommended,priority
usual,less_proper,complete,more,critical,inconv,nonprob,priority,priority
usual,less_proper,complete,more,critical,inconv,nonprob,not_recom,not_recom
usual,less_proper,complete,more,critical,inconv,slightly_prob,recommended,priority
usual,less_proper,complete,more,critical,inconv,slightly_prob,priority,priority
usual,less_proper,complete,more,critical,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,complete,more,critical,inconv,problematic,recommended,priority
usual,less_proper,complete,more,critical,inconv,problematic,priority,priority
usual,less_proper,complete,more,critical,inconv,problematic,not_recom,not_recom
usual,less_proper,completed,one,convenient,convenient,nonprob,recommended,very_recom
usual,less_proper,completed,one,convenient,convenient,nonprob,priority,priority
usual,less_proper,completed,one,convenient,convenient,nonprob,not_recom,not_recom
usual,less_proper,completed,one,convenient,convenient,slightly_prob,recommended,very_recom
usual,less_proper,completed,one,convenient,convenient,slightly_prob,priority,priority
usual,less_proper,completed,one,convenient,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,completed,one,convenient,convenient,problematic,recommended,priority
usual,less_proper,completed,one,convenient,convenient,problematic,priority,priority
usual,less_proper,completed,one,convenient,convenient,problematic,not_recom,not_recom
usual,less_proper,completed,one,convenient,inconv,nonprob,recommended,very_recom
usual,less_proper,completed,one,convenient,inconv,nonprob,priority,priority
usual,less_proper,completed,one,convenient,inconv,nonprob,not_recom,not_recom
usual,less_proper,completed,one,convenient,inconv,slightly_prob,recommended,very_recom
usual,less_proper,completed,one,convenient,inconv,slightly_prob,priority,priority
usual,less_proper,completed,one,convenient,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,completed,one,convenient,inconv,problematic,recommended,priority
usual,less_proper,completed,one,convenient,inconv,problematic,priority,priority
usual,less_proper,completed,one,convenient,inconv,problematic,not_recom,not_recom
usual,less_proper,completed,one,less_conv,convenient,nonprob,recommended,very_recom
usual,less_proper,completed,one,less_conv,convenient,nonprob,priority,priority
usual,less_proper,completed,one,less_conv,convenient,nonprob,not_recom,not_recom
usual,less_proper,completed,one,less_conv,convenient,slightly_prob,recommended,very_recom
usual,less_proper,completed,one,less_conv,convenient,slightly_prob,priority,priority
usual,less_proper,completed,one,less_conv,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,completed,one,less_conv,convenient,problematic,recommended,priority
usual,less_proper,completed,one,less_conv,convenient,problematic,priority,priority
usual,less_proper,completed,one,less_conv,convenient,problematic,not_recom,not_recom
usual,less_proper,completed,one,less_conv,inconv,nonprob,recommended,very_recom
usual,less_proper,completed,one,less_conv,inconv,nonprob,priority,priority
usual,less_proper,completed,one,less_conv,inconv,nonprob,not_recom,not_recom
usual,less_proper,completed,one,less_conv,inconv,slightly_prob,recommended,very_recom
usual,less_proper,completed,one,less_conv,inconv,slightly_prob,priority,priority
usual,less_proper,completed,one,less_conv,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,completed,one,less_conv,inconv,problematic,recommended,priority
usual,less_proper,completed,one,less_conv,inconv,problematic,priority,priority
usual,less_proper,completed,one,less_conv,inconv,problematic,not_recom,not_recom
usual,less_proper,completed,one,critical,convenient,nonprob,recommended,priority
usual,less_proper,completed,one,critical,convenient,nonprob,priority,priority
usual,less_proper,completed,one,critical,convenient,nonprob,not_recom,not_recom
usual,less_proper,completed,one,critical,convenient,slightly_prob,recommended,priority
usual,less_proper,completed,one,critical,convenient,slightly_prob,priority,priority
usual,less_proper,completed,one,critical,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,completed,one,critical,convenient,problematic,recommended,priority
usual,less_proper,completed,one,critical,convenient,problematic,priority,priority
usual,less_proper,completed,one,critical,convenient,problematic,not_recom,not_recom
usual,less_proper,completed,one,critical,inconv,nonprob,recommended,priority
usual,less_proper,completed,one,critical,inconv,nonprob,priority,priority
usual,less_proper,completed,one,critical,inconv,nonprob,not_recom,not_recom
usual,less_proper,completed,one,critical,inconv,slightly_prob,recommended,priority
usual,less_proper,completed,one,critical,inconv,slightly_prob,priority,priority
usual,less_proper,completed,one,critical,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,completed,one,critical,inconv,problematic,recommended,priority
usual,less_proper,completed,one,critical,inconv,problematic,priority,priority
usual,less_proper,completed,one,critical,inconv,problematic,not_recom,not_recom
usual,less_proper,completed,two,convenient,convenient,nonprob,recommended,very_recom
usual,less_proper,completed,two,convenient,convenient,nonprob,priority,priority
usual,less_proper,completed,two,convenient,convenient,nonprob,not_recom,not_recom
usual,less_proper,completed,two,convenient,convenient,slightly_prob,recommended,very_recom
usual,less_proper,completed,two,convenient,convenient,slightly_prob,priority,priority
usual,less_proper,completed,two,convenient,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,completed,two,convenient,convenient,problematic,recommended,priority
usual,less_proper,completed,two,convenient,convenient,problematic,priority,priority
usual,less_proper,completed,two,convenient,convenient,problematic,not_recom,not_recom
usual,less_proper,completed,two,convenient,inconv,nonprob,recommended,very_recom
usual,less_proper,completed,two,convenient,inconv,nonprob,priority,priority
usual,less_proper,completed,two,convenient,inconv,nonprob,not_recom,not_recom
usual,less_proper,completed,two,convenient,inconv,slightly_prob,recommended,very_recom
usual,less_proper,completed,two,convenient,inconv,slightly_prob,priority,priority
usual,less_proper,completed,two,convenient,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,completed,two,convenient,inconv,problematic,recommended,priority
usual,less_proper,completed,two,convenient,inconv,problematic,priority,priority
usual,less_proper,completed,two,convenient,inconv,problematic,not_recom,not_recom
usual,less_proper,completed,two,less_conv,convenient,nonprob,recommended,very_recom
usual,less_proper,completed,two,less_conv,convenient,nonprob,priority,priority
usual,less_proper,completed,two,less_conv,convenient,nonprob,not_recom,not_recom
usual,less_proper,completed,two,less_conv,convenient,slightly_prob,recommended,very_recom
usual,less_proper,completed,two,less_conv,convenient,slightly_prob,priority,priority
usual,less_proper,completed,two,less_conv,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,completed,two,less_conv,convenient,problematic,recommended,priority
usual,less_proper,completed,two,less_conv,convenient,problematic,priority,priority
usual,less_proper,completed,two,less_conv,convenient,problematic,not_recom,not_recom
usual,less_proper,completed,two,less_conv,inconv,nonprob,recommended,very_recom
usual,less_proper,completed,two,less_conv,inconv,nonprob,priority,priority
usual,less_proper,completed,two,less_conv,inconv,nonprob,not_recom,not_recom
usual,less_proper,completed,two,less_conv,inconv,slightly_prob,recommended,very_recom
usual,less_proper,completed,two,less_conv,inconv,slightly_prob,priority,priority
usual,less_proper,completed,two,less_conv,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,completed,two,less_conv,inconv,problematic,recommended,priority
usual,less_proper,completed,two,less_conv,inconv,problematic,priority,priority
usual,less_proper,completed,two,less_conv,inconv,problematic,not_recom,not_recom
usual,less_proper,completed,two,critical,convenient,nonprob,recommended,priority
usual,less_proper,completed,two,critical,convenient,nonprob,priority,priority
usual,less_proper,completed,two,critical,convenient,nonprob,not_recom,not_recom
usual,less_proper,completed,two,critical,convenient,slightly_prob,recommended,priority
usual,less_proper,completed,two,critical,convenient,slightly_prob,priority,priority
usual,less_proper,completed,two,critical,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,completed,two,critical,convenient,problematic,recommended,priority
usual,less_proper,completed,two,critical,convenient,problematic,priority,priority
usual,less_proper,completed,two,critical,convenient,problematic,not_recom,not_recom
usual,less_proper,completed,two,critical,inconv,nonprob,recommended,priority
usual,less_proper,completed,two,critical,inconv,nonprob,priority,priority
usual,less_proper,completed,two,critical,inconv,nonprob,not_recom,not_recom
usual,less_proper,completed,two,critical,inconv,slightly_prob,recommended,priority
usual,less_proper,completed,two,critical,inconv,slightly_prob,priority,priority
usual,less_proper,completed,two,critical,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,completed,two,critical,inconv,problematic,recommended,priority
usual,less_proper,completed,two,critical,inconv,problematic,priority,priority
usual,less_proper,completed,two,critical,inconv,problematic,not_recom,not_recom
usual,less_proper,completed,three,convenient,convenient,nonprob,recommended,very_recom
usual,less_proper,completed,three,convenient,convenient,nonprob,priority,priority
usual,less_proper,completed,three,convenient,convenient,nonprob,not_recom,not_recom
usual,less_proper,completed,three,convenient,convenient,slightly_prob,recommended,very_recom
usual,less_proper,completed,three,convenient,convenient,slightly_prob,priority,priority
usual,less_proper,completed,three,convenient,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,completed,three,convenient,convenient,problematic,recommended,priority
usual,less_proper,completed,three,convenient,convenient,problematic,priority,priority
usual,less_proper,completed,three,convenient,convenient,problematic,not_recom,not_recom
usual,less_proper,completed,three,convenient,inconv,nonprob,recommended,priority
usual,less_proper,completed,three,convenient,inconv,nonprob,priority,priority
usual,less_proper,completed,three,convenient,inconv,nonprob,not_recom,not_recom
usual,less_proper,completed,three,convenient,inconv,slightly_prob,recommended,priority
usual,less_proper,completed,three,convenient,inconv,slightly_prob,priority,priority
usual,less_proper,completed,three,convenient,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,completed,three,convenient,inconv,problematic,recommended,priority
usual,less_proper,completed,three,convenient,inconv,problematic,priority,priority
usual,less_proper,completed,three,convenient,inconv,problematic,not_recom,not_recom
usual,less_proper,completed,three,less_conv,convenient,nonprob,recommended,priority
usual,less_proper,completed,three,less_conv,convenient,nonprob,priority,priority
usual,less_proper,completed,three,less_conv,convenient,nonprob,not_recom,not_recom
usual,less_proper,completed,three,less_conv,convenient,slightly_prob,recommended,priority
usual,less_proper,completed,three,less_conv,convenient,slightly_prob,priority,priority
usual,less_proper,completed,three,less_conv,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,completed,three,less_conv,convenient,problematic,recommended,priority
usual,less_proper,completed,three,less_conv,convenient,problematic,priority,priority
usual,less_proper,completed,three,less_conv,convenient,problematic,not_recom,not_recom
usual,less_proper,completed,three,less_conv,inconv,nonprob,recommended,priority
usual,less_proper,completed,three,less_conv,inconv,nonprob,priority,priority
usual,less_proper,completed,three,less_conv,inconv,nonprob,not_recom,not_recom
usual,less_proper,completed,three,less_conv,inconv,slightly_prob,recommended,priority
usual,less_proper,completed,three,less_conv,inconv,slightly_prob,priority,priority
usual,less_proper,completed,three,less_conv,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,completed,three,less_conv,inconv,problematic,recommended,priority
usual,less_proper,completed,three,less_conv,inconv,problematic,priority,priority
usual,less_proper,completed,three,less_conv,inconv,problematic,not_recom,not_recom
usual,less_proper,completed,three,critical,convenient,nonprob,recommended,priority
usual,less_proper,completed,three,critical,convenient,nonprob,priority,priority
usual,less_proper,completed,three,critical,convenient,nonprob,not_recom,not_recom
usual,less_proper,completed,three,critical,convenient,slightly_prob,recommended,priority
usual,less_proper,completed,three,critical,convenient,slightly_prob,priority,priority
usual,less_proper,completed,three,critical,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,completed,three,critical,convenient,problematic,recommended,priority
usual,less_proper,completed,three,critical,convenient,problematic,priority,priority
usual,less_proper,completed,three,critical,convenient,problematic,not_recom,not_recom
usual,less_proper,completed,three,critical,inconv,nonprob,recommended,priority
usual,less_proper,completed,three,critical,inconv,nonprob,priority,priority
usual,less_proper,completed,three,critical,inconv,nonprob,not_recom,not_recom
usual,less_proper,completed,three,critical,inconv,slightly_prob,recommended,priority
usual,less_proper,completed,three,critical,inconv,slightly_prob,priority,priority
usual,less_proper,completed,three,critical,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,completed,three,critical,inconv,problematic,recommended,priority
usual,less_proper,completed,three,critical,inconv,problematic,priority,priority
usual,less_proper,completed,three,critical,inconv,problematic,not_recom,not_recom
usual,less_proper,completed,more,convenient,convenient,nonprob,recommended,very_recom
usual,less_proper,completed,more,convenient,convenient,nonprob,priority,priority
usual,less_proper,completed,more,convenient,convenient,nonprob,not_recom,not_recom
usual,less_proper,completed,more,convenient,convenient,slightly_prob,recommended,very_recom
usual,less_proper,completed,more,convenient,convenient,slightly_prob,priority,priority
usual,less_proper,completed,more,convenient,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,completed,more,convenient,convenient,problematic,recommended,priority
usual,less_proper,completed,more,convenient,convenient,problematic,priority,priority
usual,less_proper,completed,more,convenient,convenient,problematic,not_recom,not_recom
usual,less_proper,completed,more,convenient,inconv,nonprob,recommended,priority
usual,less_proper,completed,more,convenient,inconv,nonprob,priority,priority
usual,less_proper,completed,more,convenient,inconv,nonprob,not_recom,not_recom
usual,less_proper,completed,more,convenient,inconv,slightly_prob,recommended,priority
usual,less_proper,completed,more,convenient,inconv,slightly_prob,priority,priority
usual,less_proper,completed,more,convenient,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,completed,more,convenient,inconv,problematic,recommended,priority
usual,less_proper,completed,more,convenient,inconv,problematic,priority,priority
usual,less_proper,completed,more,convenient,inconv,problematic,not_recom,not_recom
usual,less_proper,completed,more,less_conv,convenient,nonprob,recommended,priority
usual,less_proper,completed,more,less_conv,convenient,nonprob,priority,priority
usual,less_proper,completed,more,less_conv,convenient,nonprob,not_recom,not_recom
usual,less_proper,completed,more,less_conv,convenient,slightly_prob,recommended,priority
usual,less_proper,completed,more,less_conv,convenient,slightly_prob,priority,priority
usual,less_proper,completed,more,less_conv,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,completed,more,less_conv,convenient,problematic,recommended,priority
usual,less_proper,completed,more,less_conv,convenient,problematic,priority,priority
usual,less_proper,completed,more,less_conv,convenient,problematic,not_recom,not_recom
usual,less_proper,completed,more,less_conv,inconv,nonprob,recommended,priority
usual,less_proper,completed,more,less_conv,inconv,nonprob,priority,priority
usual,less_proper,completed,more,less_conv,inconv,nonprob,not_recom,not_recom
usual,less_proper,completed,more,less_conv,inconv,slightly_prob,recommended,priority
usual,less_proper,completed,more,less_conv,inconv,slightly_prob,priority,priority
usual,less_proper,completed,more,less_conv,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,completed,more,less_conv,inconv,problematic,recommended,priority
usual,less_proper,completed,more,less_conv,inconv,problematic,priority,priority
usual,less_proper,completed,more,less_conv,inconv,problematic,not_recom,not_recom
usual,less_proper,completed,more,critical,convenient,nonprob,recommended,priority
usual,less_proper,completed,more,critical,convenient,nonprob,priority,priority
usual,less_proper,completed,more,critical,convenient,nonprob,not_recom,not_recom
usual,less_proper,completed,more,critical,convenient,slightly_prob,recommended,priority
usual,less_proper,completed,more,critical,convenient,slightly_prob,priority,priority
usual,less_proper,completed,more,critical,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,completed,more,critical,convenient,problematic,recommended,priority
usual,less_proper,completed,more,critical,convenient,problematic,priority,priority
usual,less_proper,completed,more,critical,convenient,problematic,not_recom,not_recom
usual,less_proper,completed,more,critical,inconv,nonprob,recommended,priority
usual,less_proper,completed,more,critical,inconv,nonprob,priority,priority
usual,less_proper,completed,more,critical,inconv,nonprob,not_recom,not_recom
usual,less_proper,completed,more,critical,inconv,slightly_prob,recommended,priority
usual,less_proper,completed,more,critical,inconv,slightly_prob,priority,priority
usual,less_proper,completed,more,critical,inconv,slightly_prob,not_recom,not_recom
